total_spend,num_transactions,offer_success_rate,age_group_18-35,age_group_35-50,age_group_50-65,age_group_65+,income_bracket_30k-60k,income_bracket_60k-90k,income_bracket_90k-120k,income_bracket_120k+,gender_M,gender_Unknown
0.0,-1.1740849647247997,0.8481729423031698,False,False,True,False,False,False,True,False,False,False
0.0,-1.3201771923122851,-0.6265298815936972,False,False,True,False,False,False,True,False,True,False
0.0,-1.4662694198997708,-0.6265298815936972,False,False,False,False,False,False,False,False,False,True
0.0,0.8712062214999976,-0.4158580496084303,True,False,False,False,True,False,False,False,True,False
0.0,-0.005347144024915534,-1.8062921407111903,False,False,False,False,False,False,False,False,False,True
0.0,2.0399440421998816,-0.2578541756194804,False,False,False,True,True,False,False,False,False,False
0.0,-0.7358082819623432,0.1108215303547365,False,False,True,False,True,False,False,False,True,False
0.0,-1.027992737137314,0.8481729423031698,False,False,True,False,True,False,False,False,True,False
0.0,-0.15143937161240106,-2.1012327054905637,False,False,False,True,False,False,True,False,False,False
0.0,-0.2975315991998866,-0.9214704463730705,False,False,True,False,False,False,True,False,False,False
0.0,0.7251139939125121,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,2.186036269787367,0.8481729423031698,False,False,True,False,True,False,False,False,True,False
0.0,-0.15143937161240106,-0.2578541756194804,False,False,False,True,False,True,False,False,False,False
0.0,0.2868373111500555,0.8481729423031698,False,False,False,True,False,True,False,False,True,False
0.0,-0.8819005095498287,-0.4158580496084303,False,False,False,True,True,False,False,False,True,False
0.0,1.8938518146123962,0.8481729423031698,False,False,True,False,False,False,True,False,False,False
0.0,0.8712062214999976,0.40576209513410977,False,False,True,False,False,False,True,False,False,False
0.0,-0.005347144024915534,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,0.14074508356256998,0.8481729423031698,False,False,False,True,False,True,False,False,False,False
0.0,1.017298449087483,0.8481729423031698,False,False,True,False,False,False,True,False,True,False
0.0,-1.1740849647247997,-1.8062921407111903,False,True,False,False,True,False,False,False,False,False
0.0,-0.4436238267873721,0.21615744634736947,False,True,False,False,True,False,False,False,True,False
0.0,-0.5897160543748576,-0.2578541756194804,False,False,False,True,False,True,False,False,False,False
0.0,-0.8819005095498287,-0.2578541756194804,True,False,False,False,True,False,False,False,True,False
0.0,0.2868373111500555,0.8481729423031698,False,False,True,False,False,True,False,False,True,False
0.0,-0.8819005095498287,-1.3638812935421305,False,False,True,False,False,True,False,False,False,False
0.0,0.5790217663250266,-1.0478735455642305,True,False,False,False,True,False,False,False,True,False
0.0,0.7251139939125121,0.5321651943252699,False,False,False,True,True,False,False,False,False,False
0.0,-0.005347144024915534,-1.3638812935421305,False,False,False,True,False,True,False,False,False,False
0.0,-0.2975315991998866,0.1108215303547365,False,False,True,False,False,False,False,False,False,False
0.0,0.7251139939125121,-0.2578541756194804,True,False,False,False,True,False,False,False,True,False
0.0,1.017298449087483,0.8481729423031698,False,False,True,False,True,False,False,False,True,False
0.0,0.8712062214999976,0.29515938334184466,False,False,True,False,False,False,True,False,True,False
0.0,1.4555751318499397,-0.03664875203495014,False,False,False,True,True,False,False,False,True,False
0.0,-0.15143937161240106,0.8481729423031698,False,False,True,False,False,True,False,False,True,False
0.0,1.309482904262454,0.8481729423031698,False,False,True,False,True,False,False,False,True,False
0.0,-1.4662694198997708,0.8481729423031698,False,False,False,True,False,False,True,False,False,False
0.0,-1.027992737137314,-0.2578541756194804,False,False,True,False,False,False,True,False,False,False
0.0,-0.8819005095498287,-0.2578541756194804,False,False,False,False,False,False,False,False,False,True
0.0,0.8712062214999976,0.8481729423031698,False,False,True,False,False,False,True,False,True,False
0.0,-0.8819005095498287,0.8481729423031698,False,False,True,False,True,False,False,False,False,False
0.0,0.43292953873754103,-0.2578541756194804,False,False,False,True,False,True,False,False,False,False
0.0,2.186036269787367,-0.03664875203495014,True,False,False,False,True,False,False,False,False,False
0.0,-0.5897160543748576,-1.8062921407111903,True,False,False,False,True,False,False,False,True,False
0.0,-0.5897160543748576,-2.1012327054905637,False,False,True,False,False,True,False,False,True,False
0.0,-0.5897160543748576,-1.3638812935421305,False,False,False,True,False,False,True,False,False,False
0.0,-1.1740849647247997,0.8481729423031698,False,False,True,False,False,True,False,False,True,False
0.0,-0.15143937161240106,0.8481729423031698,False,False,False,True,False,True,False,False,False,False
0.0,1.309482904262454,-0.2578541756194804,False,False,True,False,False,True,False,False,False,False
0.0,1.1633906766749686,0.8481729423031698,False,True,False,False,True,False,False,False,True,False
0.0,-0.8819005095498287,-2.1012327054905637,False,True,False,False,False,True,False,False,True,False
0.0,-1.3201771923122851,0.21615744634736947,False,True,False,False,False,True,False,False,False,False
0.0,-0.2975315991998866,0.1108215303547365,False,False,True,False,False,True,False,False,False,False
0.0,-1.027992737137314,-2.4699084114647807,False,False,True,False,False,True,False,False,False,False
0.0,0.7251139939125121,-0.2578541756194804,True,False,False,False,True,False,False,False,False,False
0.0,-0.005347144024915534,-0.4158580496084303,False,False,True,False,False,False,True,False,False,False
0.0,0.2868373111500555,0.1108215303547365,False,False,False,False,False,False,False,False,False,True
0.0,-0.15143937161240106,-0.03664875203495014,True,False,False,False,True,False,False,False,False,False
0.0,-0.8819005095498287,-2.4699084114647807,False,False,False,True,False,False,True,False,False,False
0.0,-1.1740849647247997,-0.2578541756194804,False,False,False,True,False,True,False,False,False,False
0.0,-0.5897160543748576,0.8481729423031698,False,False,True,False,False,True,False,False,False,False
0.0,-0.5897160543748576,0.1108215303547365,False,False,True,False,False,True,False,False,False,False
0.0,-0.8819005095498287,0.8481729423031698,False,True,False,False,False,True,False,False,True,False
0.0,0.7251139939125121,0.1108215303547365,False,False,True,False,True,False,False,False,False,False
0.0,1.017298449087483,0.35660533433754726,False,False,True,False,False,True,False,False,True,False
0.0,-0.7358082819623432,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,-0.5897160543748576,0.8481729423031698,False,True,False,False,False,True,False,False,True,False
0.0,1.4555751318499397,-1.3638812935421305,False,False,False,True,True,False,False,False,True,False
0.0,0.14074508356256998,-0.9214704463730705,False,False,True,False,True,False,False,False,True,False
0.0,-0.7358082819623432,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,1.309482904262454,0.8481729423031698,False,False,False,True,False,True,False,False,False,False
0.0,-0.8819005095498287,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,1.8938518146123962,0.8481729423031698,False,False,False,True,True,False,False,False,False,False
0.0,1.309482904262454,0.8481729423031698,False,False,True,False,False,True,False,False,False,False
0.0,0.43292953873754103,0.8481729423031698,True,False,False,False,False,True,False,False,True,False
0.0,0.8712062214999976,-0.2578541756194804,False,False,False,True,False,True,False,False,True,False
0.0,-0.2975315991998866,0.8481729423031698,False,False,False,True,False,False,True,False,True,False
0.0,1.601667359437425,0.8481729423031698,False,False,True,False,False,True,False,False,True,False
0.0,0.5790217663250266,0.8481729423031698,False,True,False,False,False,True,False,False,False,False
0.0,-0.005347144024915534,-1.3638812935421305,False,False,True,False,True,False,False,False,True,False
0.0,-0.005347144024915534,0.21615744634736947,False,False,False,False,False,False,False,False,False,True
0.0,-0.4436238267873721,-0.9214704463730705,False,True,False,False,True,False,False,False,False,False
0.0,2.6243129525498237,-0.4158580496084303,False,True,False,False,False,True,False,False,False,False
0.0,0.43292953873754103,0.8481729423031698,True,False,False,False,False,True,False,False,False,False
0.0,0.5790217663250266,0.8481729423031698,False,False,True,False,True,False,False,False,True,False
0.0,1.4555751318499397,0.8481729423031698,False,True,False,False,False,True,False,False,True,False
0.0,-0.7358082819623432,-0.6265298815936972,True,False,False,False,True,False,False,False,True,False
0.0,0.7251139939125121,0.8481729423031698,False,False,True,False,False,True,False,False,True,False
0.0,1.309482904262454,0.21615744634736947,False,False,False,True,False,True,False,False,True,False
0.0,-0.2975315991998866,-0.2578541756194804,False,False,False,True,False,True,False,False,False,False
0.0,-0.005347144024915534,-0.4158580496084303,False,False,False,True,True,False,False,False,True,False
0.0,0.7251139939125121,0.8481729423031698,False,False,False,True,True,False,False,False,True,False
0.0,-0.7358082819623432,0.8481729423031698,False,True,False,False,True,False,False,False,False,False
0.0,-0.5897160543748576,-2.1012327054905637,False,True,False,False,True,False,False,False,True,False
0.0,-1.027992737137314,-0.03664875203495014,False,True,False,False,False,True,False,False,False,False
0.0,-0.2975315991998866,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,-0.7358082819623432,-1.3638812935421305,True,False,False,False,False,True,False,False,True,False
0.0,-0.8819005095498287,-0.2578541756194804,False,False,True,False,True,False,False,False,False,False
0.0,0.8712062214999976,0.8481729423031698,False,True,False,False,True,False,False,False,False,False
0.0,-0.2975315991998866,0.8481729423031698,False,True,False,False,False,True,False,False,True,False
0.0,-0.7358082819623432,-1.8062921407111903,False,False,True,False,False,True,False,False,True,False
0.0,-1.027992737137314,0.1108215303547365,False,False,False,True,False,True,False,False,False,False
0.0,1.309482904262454,-0.4158580496084303,False,False,False,True,False,False,True,False,False,False
0.0,0.2868373111500555,-0.9214704463730705,False,False,False,False,False,False,False,False,False,True
0.0,-1.1740849647247997,-1.3638812935421305,False,False,False,True,False,False,True,False,True,False
0.0,-0.8819005095498287,-0.6265298815936972,False,False,False,False,False,False,False,False,False,True
0.0,-0.005347144024915534,0.8481729423031698,False,False,True,False,False,True,False,False,True,False
0.0,-0.15143937161240106,0.8481729423031698,False,False,True,False,False,False,True,False,False,False
0.0,-0.005347144024915534,-0.2578541756194804,True,False,False,False,False,True,False,False,True,False
0.0,0.7251139939125121,-0.9214704463730705,False,False,False,False,False,False,False,False,False,True
0.0,0.43292953873754103,-1.3638812935421305,False,False,True,False,True,False,False,False,True,False
0.0,0.5790217663250266,-0.6265298815936972,False,False,True,False,True,False,False,False,True,False
0.0,0.2868373111500555,0.8481729423031698,True,False,False,False,True,False,False,False,False,False
0.0,-0.7358082819623432,-1.3638812935421305,False,False,False,True,False,False,True,False,False,False
0.0,-0.7358082819623432,-1.3638812935421305,True,False,False,False,False,False,False,False,False,False
0.0,-1.7584538750747418,0.8481729423031698,False,False,True,False,False,False,True,False,False,False
0.0,1.4555751318499397,0.8481729423031698,False,False,True,False,False,True,False,False,True,False
0.0,-0.5897160543748576,0.21615744634736947,True,False,False,False,True,False,False,False,True,False
0.0,-1.4662694198997708,-1.3638812935421305,False,False,False,False,False,False,False,False,False,True
0.0,-1.027992737137314,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,-1.6123616474872562,-2.6911138350493107,False,False,False,True,False,False,False,False,True,False
0.0,1.309482904262454,0.8481729423031698,False,True,False,False,True,False,False,False,True,False
0.0,0.8712062214999976,-0.2578541756194804,True,False,False,False,False,True,False,False,True,False
0.0,1.1633906766749686,-1.3638812935421305,False,True,False,False,False,True,False,False,True,False
0.0,0.2868373111500555,0.8481729423031698,False,False,True,False,False,False,True,False,True,False
0.0,-0.005347144024915534,0.8481729423031698,False,False,True,False,False,True,False,False,True,False
0.0,-0.005347144024915534,-0.6265298815936972,False,True,False,False,False,True,False,False,False,False
0.0,0.7251139939125121,-0.9214704463730705,False,False,False,True,True,False,False,False,False,False
0.0,0.43292953873754103,0.8481729423031698,False,False,False,True,False,False,True,False,False,False
0.0,-0.7358082819623432,-0.6265298815936972,False,False,True,False,False,False,True,False,False,False
0.0,-0.5897160543748576,-1.3638812935421305,False,False,False,False,False,False,False,False,False,True
0.0,-0.7358082819623432,0.8481729423031698,False,False,False,True,True,False,False,False,True,False
0.0,-0.7358082819623432,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,0.14074508356256998,0.8481729423031698,False,True,False,False,False,True,False,False,True,False
0.0,-0.2975315991998866,-0.6265298815936972,False,False,True,False,False,False,True,False,True,False
0.0,1.1633906766749686,-0.4158580496084303,False,False,False,True,False,True,False,False,True,False
0.0,1.309482904262454,-0.2578541756194804,False,True,False,False,False,True,False,False,False,False
0.0,-1.1740849647247997,0.8481729423031698,False,True,False,False,False,True,False,False,True,False
0.0,1.017298449087483,0.8481729423031698,False,False,False,True,False,True,False,False,True,False
0.0,0.8712062214999976,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,1.7477595870249107,0.8481729423031698,True,False,False,False,False,True,False,False,False,False
0.0,-0.15143937161240106,-0.6265298815936972,False,False,False,False,False,False,False,False,False,True
0.0,-0.5897160543748576,-0.6265298815936972,True,False,False,False,True,False,False,False,False,False
0.0,-0.5897160543748576,-0.03664875203495014,False,False,False,True,False,True,False,False,True,False
0.0,-1.027992737137314,-0.6265298815936972,False,False,False,True,False,True,False,False,True,False
0.0,-1.4662694198997708,0.8481729423031698,False,False,True,False,False,False,True,False,False,False
0.0,-0.4436238267873721,-0.03664875203495014,False,False,False,True,False,False,True,False,True,False
0.0,-0.4436238267873721,-0.9214704463730705,True,False,False,False,True,False,False,False,True,False
0.0,1.4555751318499397,0.8481729423031698,False,False,True,False,True,False,False,False,True,False
0.0,0.5790217663250266,0.1108215303547365,False,False,False,True,True,False,False,False,False,False
0.0,-1.027992737137314,0.1108215303547365,False,True,False,False,False,True,False,False,True,False
0.0,0.43292953873754103,0.8481729423031698,False,False,True,False,False,True,False,False,True,False
0.0,-0.4436238267873721,-0.4158580496084303,True,False,False,False,True,False,False,False,True,False
0.0,-1.1740849647247997,-0.8108677345808054,False,False,True,False,False,True,False,False,False,False
0.0,-0.15143937161240106,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,-0.2975315991998866,-2.6911138350493107,False,False,False,True,False,True,False,False,False,False
0.0,-1.4662694198997708,-2.4699084114647807,False,False,False,True,True,False,False,False,True,False
0.0,-1.027992737137314,-0.6265298815936972,False,False,False,True,False,True,False,False,True,False
0.0,0.14074508356256998,0.8481729423031698,False,False,False,True,False,False,True,False,True,False
0.0,0.7251139939125121,0.8481729423031698,False,True,False,False,False,True,False,False,False,False
0.0,0.7251139939125121,0.8481729423031698,True,False,False,False,True,False,False,False,True,False
0.0,-0.5897160543748576,0.21615744634736947,False,False,False,False,False,False,False,False,False,True
0.0,-1.1740849647247997,0.8481729423031698,False,True,False,False,False,True,False,False,True,False
0.0,-0.8819005095498287,-0.03664875203495014,False,True,False,False,True,False,False,False,True,False
0.0,-0.4436238267873721,0.8481729423031698,False,False,False,True,False,True,False,False,True,False
0.0,-0.7358082819623432,-1.3638812935421305,False,False,True,False,True,False,False,False,True,False
0.0,-0.8819005095498287,0.8481729423031698,True,False,False,False,False,True,False,False,True,False
0.0,0.5790217663250266,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,-0.005347144024915534,0.8481729423031698,False,True,False,False,False,True,False,False,True,False
0.0,-0.2975315991998866,0.8481729423031698,False,False,True,False,False,True,False,False,False,False
0.0,-1.1740849647247997,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,0.7251139939125121,-0.6265298815936972,False,False,False,True,True,False,False,False,True,False
0.0,1.8938518146123962,0.8481729423031698,False,False,True,False,False,True,False,False,False,False
0.0,0.5790217663250266,0.21615744634736947,False,False,True,False,True,False,False,False,True,False
0.0,-0.7358082819623432,0.8481729423031698,False,False,True,False,True,False,False,False,True,False
0.0,-1.027992737137314,0.1108215303547365,False,False,True,False,False,True,False,False,True,False
0.0,-0.7358082819623432,-2.6911138350493107,False,False,False,True,True,False,False,False,True,False
0.0,-0.5897160543748576,0.8481729423031698,False,True,False,False,False,True,False,False,False,False
0.0,-0.8819005095498287,-0.03664875203495014,False,False,False,False,False,False,False,False,False,True
0.0,-1.027992737137314,-0.2578541756194804,False,False,False,False,False,False,False,False,False,True
0.0,-0.7358082819623432,-0.2578541756194804,False,False,True,False,False,True,False,False,True,False
0.0,0.2868373111500555,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,-0.5897160543748576,-1.3638812935421305,False,False,False,True,False,False,True,False,False,False
0.0,-1.7584538750747418,-2.1012327054905637,False,False,True,False,True,False,False,False,False,False
0.0,0.5790217663250266,0.8481729423031698,False,False,False,True,False,True,False,False,False,False
0.0,-1.1740849647247997,-0.2578541756194804,False,False,False,True,False,True,False,False,True,False
0.0,0.43292953873754103,-2.1012327054905637,False,False,True,False,True,False,False,False,True,False
0.0,2.0399440421998816,0.8481729423031698,False,True,False,False,True,False,False,False,True,False
0.0,-1.1740849647247997,-3.5759355293874306,False,False,True,False,False,True,False,False,False,False
0.0,-1.027992737137314,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,2.4782207249623385,0.21615744634736947,False,False,False,True,True,False,False,False,True,False
0.0,-0.2975315991998866,-0.03664875203495014,False,False,False,True,False,True,False,False,True,False
0.0,0.2868373111500555,-0.2578541756194804,False,False,True,False,False,True,False,False,True,False
0.0,1.601667359437425,0.8481729423031698,False,True,False,False,False,True,False,False,True,False
0.0,1.4555751318499397,0.8481729423031698,True,False,False,False,False,True,False,False,False,False
0.0,-0.2975315991998866,0.8481729423031698,False,False,False,True,True,False,False,False,False,False
0.0,0.2868373111500555,0.8481729423031698,False,True,False,False,False,True,False,False,True,False
0.0,1.1633906766749686,-0.03664875203495014,False,False,True,False,False,True,False,False,True,False
0.0,-1.027992737137314,-1.8062921407111903,True,False,False,False,False,True,False,False,True,False
0.0,-0.7358082819623432,-1.3638812935421305,True,False,False,False,True,False,False,False,True,False
0.0,-0.7358082819623432,-0.9214704463730705,False,True,False,False,True,False,False,False,True,False
0.0,-0.005347144024915534,-0.9214704463730705,False,False,True,False,True,False,False,False,False,False
0.0,0.5790217663250266,0.8481729423031698,False,False,True,False,False,True,False,False,True,False
0.0,-1.1740849647247997,0.8481729423031698,True,False,False,False,True,False,False,False,True,False
0.0,-0.7358082819623432,0.8481729423031698,False,False,False,True,False,True,False,False,True,False
0.0,-0.7358082819623432,-0.2578541756194804,False,False,True,False,False,False,True,False,False,False
0.0,-0.005347144024915534,-0.8108677345808054,False,True,False,False,True,False,False,False,True,False
0.0,1.017298449087483,-1.3638812935421305,True,False,False,False,False,True,False,False,True,False
0.0,-0.15143937161240106,0.8481729423031698,False,False,True,False,False,True,False,False,False,False
0.0,1.017298449087483,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,3.2086818628997658,0.1108215303547365,False,False,False,True,False,True,False,False,True,False
0.0,-0.4436238267873721,0.8481729423031698,False,True,False,False,True,False,False,False,True,False
0.0,-1.1740849647247997,-1.3638812935421305,False,False,True,False,False,False,False,False,False,False
0.0,1.017298449087483,0.04378958381396989,False,True,False,False,True,False,False,False,True,False
0.0,-0.15143937161240106,0.29515938334184466,False,False,False,False,False,False,False,False,False,True
0.0,-1.027992737137314,0.8481729423031698,False,True,False,False,False,False,True,False,False,False
0.0,-1.4662694198997708,0.8481729423031698,False,False,False,True,False,True,False,False,True,False
0.0,2.6243129525498237,0.47949723632895286,False,False,False,True,False,True,False,False,False,False
0.0,-0.5897160543748576,0.8481729423031698,False,False,True,False,False,False,True,False,True,False
0.0,-1.3201771923122851,0.8481729423031698,False,False,True,False,True,False,False,False,True,False
0.0,-0.15143937161240106,-0.2578541756194804,False,False,True,False,True,False,False,False,True,False
0.0,-0.2975315991998866,-1.3638812935421305,False,False,False,False,False,True,False,False,False,False
0.0,-0.5897160543748576,-0.6265298815936972,False,True,False,False,True,False,False,False,False,False
0.0,-1.027992737137314,-2.1012327054905637,False,False,False,True,False,True,False,False,False,False
0.0,-0.2975315991998866,-0.4158580496084303,False,True,False,False,False,False,False,False,True,False
0.0,-0.005347144024915534,-2.1012327054905637,False,False,False,True,False,True,False,False,True,False
0.0,-0.15143937161240106,-0.2578541756194804,False,True,False,False,False,False,False,False,True,False
0.0,-0.15143937161240106,0.8481729423031698,False,False,False,False,True,False,False,False,False,False
0.0,-0.005347144024915534,0.1108215303547365,False,False,True,False,True,False,False,False,True,False
0.0,-1.6123616474872562,-0.9214704463730705,False,False,False,True,True,False,False,False,True,False
0.0,-0.15143937161240106,0.1108215303547365,False,False,False,False,False,False,False,False,False,True
0.0,-1.4662694198997708,0.8481729423031698,False,True,False,False,True,False,False,False,False,False
0.0,2.0399440421998816,0.1108215303547365,False,False,False,True,True,False,False,False,False,False
0.0,1.309482904262454,-0.03664875203495014,False,False,True,False,True,False,False,False,True,False
0.0,-0.7358082819623432,0.8481729423031698,False,True,False,False,False,False,True,False,True,False
0.0,-0.4436238267873721,-0.8108677345808054,False,False,False,False,False,False,False,False,False,True
0.0,1.8938518146123962,-0.2578541756194804,True,False,False,False,False,True,False,False,True,False
0.0,-1.1740849647247997,-2.1012327054905637,False,False,True,False,True,False,False,False,True,False
0.0,-0.7358082819623432,-2.4699084114647807,False,False,False,True,False,True,False,False,False,False
0.0,-1.6123616474872562,0.8481729423031698,False,False,True,False,True,False,False,False,True,False
0.0,-1.027992737137314,-1.8062921407111903,False,False,False,True,False,False,True,False,True,False
0.0,-0.5897160543748576,0.8481729423031698,False,False,False,False,False,False,False,False,False,True
0.0,0.14074508356256998,-1.0478735455642305,False,True,False,False,True,False,False,False,False,False
0.0,-0.005347144024915534,-0.9214704463730705,True,False,False,False,True,False,False,False,True,False
0.0,-0.005347144024915534,0.8481729423031698,False,False,False,True,True,False,False,False,True,False
0.0,-0.8819005095498287,-1.3638812935421305,False,False,True,False,True,False,False,False,False,False
0.0,-0.4436238267873721,0.8481729423031698,False,False,False,True,True,False,False,False,False,False
0.0,1.4555751318499397,-0.6265298815936972,False,False,False,True,True,False,False,False,False,False
0.0,1.8938518146123962,-0.9214704463730705,True,False,False,False,True,False,False,False,True,False
0.0,1.1633906766749686,0.8481729423031698,False,False,True,False,False,True,False,False,True,False
0.0,0.43292953873754103,0.8481729423031698,False,False,True,False,False,False,True,False,True,False
0.0,-0.15143937161240106,0.8481729423031698,False,False,True,False,True,False,False,False,False,False
0.0,-1.6123616474872562,-2.1012327054905637,False,False,False,False,False,False,False,False,False,True
0.0,1.8938518146123962,0.1108215303547365,False,False,False,True,True,False,False,False,False,False
0.0,1.601667359437425,0.8481729423031698,False,False,False,True,True,False,False,False,True,False
0.0,-1.4662694198997708,-3.5759355293874306,False,False,False,True,False,True,False,False,False,False
0.0,-0.4436238267873721,-0.8108677345808054,False,False,True,False,True,False,False,False,True,False
0.0,-0.005347144024915534,0.21615744634736947,False,False,True,False,False,True,False,False,False,False
0.0,0.5790217663250266,0.8481729423031698,False,False,False,True,False,True,False,False,True,False
0.0,-1.1740849647247997,0.1108215303547365,False,True,False,False,True,False,False,False,True,False
0.0,-1.027992737137314,-3.5759355293874306,False,False,True,False,False,True,False,False,True,False
0.0,-1.3201771923122851,-3.5759355293874306,False,False,False,True,False,False,True,False,False,False
0.0,0.14074508356256998,0.8481729423031698,False,True,False,False,False,True,False,False,False,False
0.0,-0.005347144024915534,0.21615744634736947,True,False,False,False,True,False,False,False,False,False
0.0,-0.5897160543748576,0.8481729423031698,False,False,False,True,False,False,True,False,True,False
